iter,frame_idx,model_type,loss,image_loss,eikonal_loss,image_loss_raw,eikonal_loss_raw,image_weight,igr_weight,lr,inv_s,cos_anneal_ratio,n_height,target_mean,target_max,pred_mean,pred_max,alpha_mean,alpha_max,weight_mean,weight_max,point_weight_mean,point_weight_max,sdf_min,sdf_max,density_min,density_max,sdf_residual_mean,sdf_residual_abs_mean,sdf_residual_abs_max
580,5,nerf,0.43227875232696533,0.43227875232696533,0.0,0.43227875232696533,0.0,1.0,0.1,4.125485469796096e-05,nan,1.0,64,0.03236251696944237,1.0,0.0018215447198599577,0.028764063492417336,4.075900505995378e-08,0.00037038326263427734,4.0755459451702336e-08,0.00037033832632005215,4.638938538858994e-12,4.221748994837071e-08,nan,nan,0.0,20.0,0.36650943756103516,0.36650943756103516,0.9554299712181091
581,6,nerf,0.528553307056427,0.528553307056427,0.0,0.528553307056427,0.0,1.0,0.1,4.122562584325741e-05,nan,1.0,64,0.030962776392698288,1.0,0.0019500998314470053,0.031341373920440674,0.0030396212823688984,0.48658281564712524,0.0007989610312506557,0.32126373052597046,1.1626454465840652e-07,4.9275229685008526e-05,nan,nan,0.0,20.0,0.37121209502220154,0.37121209502220154,1.0131690502166748
582,11,nerf,0.5856626033782959,0.5856626033782959,0.0,0.5856626033782959,0.0,1.0,0.1,4.119635928743364e-05,nan,1.0,64,0.028455309569835663,1.0,0.0020111622288823128,0.029643509536981583,0.004388046450912952,0.48658275604248047,0.0010923444060608745,0.27998462319374084,1.5450009982487245e-07,5.0337719585513696e-05,nan,nan,0.0,20.0,0.3923044800758362,0.3923044800758362,1.0088173151016235
583,12,nerf,0.45509105920791626,0.45509105920791626,0.0,0.45509105920791626,0.0,1.0,0.1,4.116705510416817e-05,nan,1.0,64,0.031163834035396576,1.0,0.0017214380204677582,0.028252767398953438,0.0002956247772090137,0.3172593116760254,0.00015873005031608045,0.19620661437511444,2.121068298777118e-08,3.1013718398753554e-05,nan,nan,0.0,20.0,0.3806111514568329,0.3806111514568329,1.0373440980911255
584,16,nerf,0.579702615737915,0.579702615737915,0.0,0.579702615737915,0.0,1.0,0.1,4.113771336723423e-05,nan,1.0,64,0.02982824109494686,1.0,0.001868816209025681,0.029092172160744667,0.002070977119728923,0.486577570438385,0.0006094389827921987,0.2785964608192444,7.837084581296949e-08,4.115127376280725e-05,nan,nan,0.0,20.0,0.3942873477935791,0.3942873477935791,1.0785740613937378
585,4,nerf,0.4394932985305786,0.4394932985305786,0.0,0.4394932985305786,0.0,1.0,0.1,4.110833415049964e-05,nan,1.0,64,0.03153818100690842,1.0,0.0017161706928163767,0.03073928691446781,1.792795956134796e-08,5.060434341430664e-05,1.7927327178313135e-08,5.06032956764102e-05,2.0303921304670736e-12,5.6845759210943925e-09,nan,nan,0.0,19.999998092651367,0.39383625984191895,0.39383625984191895,1.015758991241455
586,0,nerf,0.37958353757858276,0.37958353757858276,0.0,0.37958353757858276,0.0,1.0,0.1,4.107891752792651e-05,nan,1.0,64,0.040558937937021255,1.0,0.001694376696832478,0.030178740620613098,5.414040060713887e-08,0.00017338991165161133,5.413145842680933e-08,0.0001733227982185781,6.854246337173464e-12,2.2666851506869534e-08,nan,nan,0.0,20.0,0.3910839557647705,0.3910839557647705,1.0230674743652344
587,15,nerf,0.6241404414176941,0.6241404414176941,0.0,0.6241404414176941,0.0,1.0,0.1,4.1049463573571165e-05,nan,1.0,64,0.03173253685235977,1.0,0.001947154407389462,0.029595503583550453,0.004399583674967289,0.4865814447402954,0.001102528301998973,0.3366449773311615,1.493131094321143e-07,5.0815127906389534e-05,nan,nan,0.0,19.999998092651367,0.4103507995605469,0.4103507995605469,1.0684889554977417
588,2,nerf,0.5902137160301208,0.5902137160301208,0.0,0.5902137160301208,0.0,1.0,0.1,4.1019972361583905e-05,nan,1.0,64,0.02785884030163288,1.0,0.002015270059928298,0.032652731984853745,0.0039202249608933926,0.4865829348564148,0.0010418853489682078,0.29344606399536133,1.525416450931516e-07,6.227138510439545e-05,nan,nan,0.0,20.0,0.4089687168598175,0.4089687168598175,1.0688458681106567
589,3,nerf,0.5399644374847412,0.5399644374847412,0.0,0.5399644374847412,0.0,1.0,0.1,4.099044396620881e-05,nan,1.0,64,0.02908528596162796,1.0,0.0019147050334140658,0.03203651309013367,0.0027135659474879503,0.4865831732749939,0.0007613449124619365,0.3065948784351349,1.179962012543001e-07,6.505868077510968e-05,nan,nan,0.0,20.0,0.39883553981781006,0.39883553981781006,1.0976608991622925
590,9,nerf,0.402387410402298,0.402387410402298,0.0,0.402387410402298,0.0,1.0,0.1,4.0960878461783595e-05,nan,1.0,64,0.0268353633582592,1.0,0.0016197909135371447,0.02858021855354309,3.9048063626978546e-07,0.000696718692779541,3.901533887074038e-07,0.0006958856247365475,4.7192312557786664e-11,8.935451489833213e-08,nan,nan,0.0,20.0,0.4000377953052521,0.4000377953052521,1.0354465246200562
591,7,nerf,0.5777170658111572,0.5777170658111572,0.0,0.5777170658111572,0.0,1.0,0.1,4.0931275922739374e-05,nan,1.0,64,0.03151042014360428,1.0,0.001976216211915016,0.0299382321536541,0.004160692915320396,0.48658287525177,0.0010213600471615791,0.316865473985672,1.4700628980790498e-07,5.594164758804254e-05,nan,nan,0.0,20.0,0.41537636518478394,0.41537636518478394,1.0673882961273193
592,10,nerf,0.5292777419090271,0.5292777419090271,0.0,0.5292777419090271,0.0,1.0,0.1,4.0901636423600506e-05,nan,1.0,64,0.02928921766579151,1.0,0.0018561030738055706,0.030868420377373695,0.0019672797061502934,0.4865744709968567,0.0006055071717128158,0.3159181475639343,7.30748297428363e-08,4.194250504951924e-05,nan,nan,0.0,20.0,0.4029526114463806,0.4029526114463806,1.0927287340164185
593,17,nerf,0.4301852881908417,0.4301852881908417,0.0,0.4301852881908417,0.0,1.0,0.1,4.087196003898439e-05,nan,1.0,64,0.02800915390253067,1.0,0.0016128281131386757,0.02896094135940075,1.6207195585593581e-09,5.0067901611328125e-06,1.6207235553622468e-09,5.006800165574532e-06,1.880021881445551e-13,5.570907624097288e-10,nan,nan,0.0,20.0,0.4052290618419647,0.4052290618419647,1.054957628250122
594,13,nerf,0.41954708099365234,0.41954708099365234,0.0,0.41954708099365234,0.0,1.0,0.1,4.0842246843601284e-05,nan,1.0,64,0.03298387676477432,1.0,0.0016283211298286915,0.02867741324007511,3.282366378698498e-09,9.059906005859375e-06,3.2823650464308685e-09,9.059870535566006e-06,4.2788911519889283e-13,1.0225066349178746e-09,nan,nan,0.0,20.0,0.3994189500808716,0.3994189500808716,1.0585241317749023
595,16,nerf,0.5643309354782104,0.5643309354782104,0.0,0.5643309354782104,0.0,1.0,0.1,4.081249691225414e-05,nan,1.0,64,0.02982824109494686,1.0,0.0018845449667423964,0.02930513583123684,0.0021376542281359434,0.4865736961364746,0.0006205352838151157,0.28660187125205994,8.015313568421334e-08,4.311447628424503e-05,nan,nan,0.0,20.0,0.4055570960044861,0.4055570960044861,1.1233445405960083
596,7,nerf,0.5759729743003845,0.5759729743003845,0.0,0.5759729743003845,0.0,1.0,0.1,4.078271031983836e-05,nan,1.0,64,0.03151042014360428,1.0,0.0019961660727858543,0.030332224443554878,0.004301696550101042,0.48657500743865967,0.0010451924754306674,0.3166511356830597,1.5191753277576936e-07,5.7033605116885155e-05,nan,nan,0.0,20.0,0.4152453541755676,0.4152453541755676,1.0770001411437988
597,2,nerf,0.5861618518829346,0.5861618518829346,0.0,0.5861618518829346,0.0,1.0,0.1,4.075288714134166e-05,nan,1.0,64,0.02785884030163288,1.0,0.002032086718827486,0.03310828655958176,0.0041706375777721405,0.48658281564712524,0.0010886539239436388,0.29761001467704773,1.6251854617621575e-07,6.453567038988695e-05,nan,nan,0.0,20.0,0.41372716426849365,0.41372716426849365,1.1027473211288452
598,3,nerf,0.5371780395507812,0.5371780395507812,0.0,0.5371780395507812,0.0,1.0,0.1,4.0723027451843854e-05,nan,1.0,64,0.02908528596162796,1.0,0.001928998390212655,0.032388005405664444,0.0029158671386539936,0.4865829348564148,0.0007988461875356734,0.30375978350639343,1.2629894285964838e-07,6.729351298417896e-05,nan,nan,0.0,20.0,0.40411171317100525,0.40411171317100525,1.1273510456085205
599,1,nerf,0.4389199912548065,0.4389199912548065,0.0,0.4389199912548065,0.0,1.0,0.1,4.0693131326516676e-05,nan,1.0,64,0.033269189298152924,1.0,0.0017851530574262142,0.03358393535017967,9.660494106356055e-05,0.1740395426750183,7.196204387582839e-05,0.1400311440229416,8.168735909919178e-09,1.6505495295859873e-05,nan,nan,0.0,20.0,0.39971232414245605,0.39971232414245605,1.070831298828125
600,8,nerf,0.4556727111339569,0.4556727111339569,0.0,0.4556727111339569,0.0,1.0,0.1,4.066319884062359e-05,nan,1.0,64,0.032006360590457916,1.0,0.0017639127327129245,0.032529398798942566,0.00014557344547938555,0.2292817234992981,9.972115367418155e-05,0.16211500763893127,1.1984381487195606e-08,2.204953671025578e-05,nan,nan,0.0,20.0,0.4025362730026245,0.4025362730026245,1.1142810583114624
601,4,nerf,0.4408167898654938,0.4408167898654938,0.0,0.4408167898654938,0.0,1.0,0.1,4.063323006951958e-05,nan,1.0,64,0.03153818100690842,1.0,0.0017404693644493818,0.031287793070077896,2.3625034373253584e-08,6.306171417236328e-05,2.362389395216269e-08,6.305858551058918e-05,2.6621569532148115e-12,6.906549110397009e-09,nan,nan,0.0,20.0,0.40879520773887634,0.40879520773887634,1.083508014678955
602,11,nerf,0.5643345713615417,0.5643345713615417,0.0,0.5643345713615417,0.0,1.0,0.1,4.060322508865102e-05,nan,1.0,64,0.028455309569835663,1.0,0.001973876263946295,0.03005877137184143,0.004508562386035919,0.48658275604248047,0.0011102993739768863,0.278365820646286,1.569482890317886e-07,5.067570964456536e-05,nan,nan,0.0,20.0,0.42483004927635193,0.42483004927635193,1.1059621572494507
603,15,nerf,0.6062188744544983,0.6062188744544983,0.0,0.6062188744544983,0.0,1.0,0.1,4.0573183973555377e-05,nan,1.0,64,0.03173253685235977,1.0,0.001954753417521715,0.030544104054570198,0.004602921195328236,0.48658287525177,0.0011334485607221723,0.34360992908477783,1.5570554978694418e-07,5.368681740947068e-05,nan,nan,0.0,20.0,0.4255492091178894,0.4255492091178894,1.1413496732711792
604,17,nerf,0.4222128391265869,0.4222128391265869,0.0,0.4222128391265869,0.0,1.0,0.1,4.0543106799861145e-05,nan,1.0,64,0.02800915390253067,1.0,0.0016448008827865124,0.029127085581421852,2.9558577807620168e-09,8.64267349243164e-06,2.955860445297276e-09,8.642670763947535e-06,3.3655863469414515e-13,9.678351453601408e-10,nan,nan,0.0,20.0,0.4112568199634552,0.4112568199634552,1.0936516523361206
605,5,nerf,0.4301375150680542,0.4301375150680542,0.0,0.4301375150680542,0.0,1.0,0.1,4.051299364328757e-05,nan,1.0,64,0.03236251696944237,1.0,0.0017766577657312155,0.028556812554597855,2.565866452641785e-08,0.0002697110176086426,2.5657254099087368e-08,0.00026969361351802945,2.884883521306336e-12,3.016713634451662e-08,nan,nan,0.0,20.0,0.4107365012168884,0.4107365012168884,1.0919231176376343
606,14,nerf,0.5015155076980591,0.5015155076980591,0.0,0.5015155076980591,0.0,1.0,0.1,4.048284457964449e-05,nan,1.0,64,0.03053577058017254,1.0,0.0017728920793160796,0.02893887273967266,0.0004899512859992683,0.3933185935020447,0.0002407815190963447,0.2167787253856659,3.2863045618114484e-08,2.977042277052533e-05,nan,nan,0.0,20.0,0.40310806035995483,0.40310806035995483,1.092219352722168
607,10,nerf,0.5198988914489746,0.5198988914489746,0.0,0.5198988914489746,0.0,1.0,0.1,4.0452659684832136e-05,nan,1.0,64,0.02928921766579151,1.0,0.0019035961013287306,0.03129645437002182,0.0023182453587651253,0.4865714907646179,0.000676807714626193,0.32254597544670105,8.381923066735908e-08,4.4093838369008154e-05,nan,nan,0.0,20.0,0.40715768933296204,0.40715768933296204,1.1395680904388428
608,9,nerf,0.39636072516441345,0.39636072516441345,0.0,0.39636072516441345,0.0,1.0,0.1,4.042243903484093e-05,nan,1.0,64,0.0268353633582592,1.0,0.0016848192317411304,0.02969828061759472,8.659872037242167e-07,0.001749277114868164,8.643045816825179e-07,0.0017472204053774476,1.0699201941077874e-10,2.1214482615050656e-07,nan,nan,0.0,20.0,0.40859222412109375,0.40859222412109375,1.0950452089309692
609,12,nerf,0.44122737646102905,0.44122737646102905,0.0,0.44122737646102905,0.0,1.0,0.1,4.039218270575134e-05,nan,1.0,64,0.031163834035396576,1.0,0.001761549967341125,0.02964046597480774,0.00039597152499482036,0.3557780981063843,0.00019296490063425153,0.21265891194343567,2.6534280550549738e-08,3.619246126618236e-05,nan,nan,0.0,20.0,0.40348532795906067,0.40348532795906067,1.1385844945907593
610,6,nerf,0.5193853378295898,0.5193853378295898,0.0,0.5193853378295898,0.0,1.0,0.1,4.036189077373363e-05,nan,1.0,64,0.030962776392698288,1.0,0.0019137491472065449,0.03163544833660126,0.003169008530676365,0.48658162355422974,0.000819959444925189,0.32776543498039246,1.1830532287149254e-07,5.077504101791419e-05,nan,nan,0.0,20.0,0.41041484475135803,0.41041484475135803,1.1529326438903809
611,13,nerf,0.4180847406387329,0.4180847406387329,0.0,0.4180847406387329,0.0,1.0,0.1,4.0331563315047715e-05,nan,1.0,64,0.03298387676477432,1.0,0.0016831718385219574,0.02932339534163475,4.775756679009646e-09,1.2934207916259766e-05,4.7757469090470295e-09,1.2934096048411448e-05,6.216077999554592e-13,1.4605523457333902e-09,nan,nan,0.0,20.0,0.40843701362609863,0.40843701362609863,1.1178373098373413
612,0,nerf,0.38012170791625977,0.38012170791625977,0.0,0.38012170791625977,0.0,1.0,0.1,4.030120040604292e-05,nan,1.0,64,0.040558937937021255,1.0,0.00173710728995502,0.030202461406588554,7.554444891866297e-08,0.00022459030151367188,7.552700509450005e-08,0.00022447829542215914,9.548879048582037e-12,2.930787879051877e-08,nan,nan,0.0,20.0,0.4127114415168762,0.4127114415168762,1.1279616355895996
613,13,nerf,0.41423720121383667,0.41423720121383667,0.0,0.41423720121383667,0.0,1.0,0.1,4.027080212315783e-05,nan,1.0,64,0.03298387676477432,1.0,0.001663497881963849,0.02924828603863716,3.5452103475108743e-09,9.47713851928711e-06,3.54520834910943e-09,9.477088497078512e-06,4.624351032309071e-13,1.0617804413470822e-09,nan,nan,0.0,20.0,0.4172688126564026,0.4172688126564026,1.1387273073196411
614,3,nerf,0.5252310037612915,0.5252310037612915,0.0,0.5252310037612915,0.0,1.0,0.1,4.0240368542920114e-05,nan,1.0,64,0.02908528596162796,1.0,0.0018965185154229403,0.03248203545808792,0.0029028563294559717,0.48656588792800903,0.0007938684429973364,0.3040887117385864,1.232929207617417e-07,6.6439199144952e-05,nan,nan,0.0,20.0,0.43049901723861694,0.43049901723861694,1.2153352499008179
615,10,nerf,0.5103521943092346,0.5103521943092346,0.0,0.5103521943092346,0.0,1.0,0.1,4.020989974194624e-05,nan,1.0,64,0.02928921766579151,1.0,0.001848416170105338,0.031003328040242195,0.002080618403851986,0.486580491065979,0.0006246382836252451,0.317476749420166,7.558145398434135e-08,4.173982597421855e-05,nan,nan,0.0,20.0,0.4340161085128784,0.4340161085128784,1.2074899673461914
616,15,nerf,0.5990445613861084,0.5990445613861084,0.0,0.5990445613861084,0.0,1.0,0.1,4.0179395796941394e-05,nan,1.0,64,0.03173253685235977,1.0,0.0019219371024519205,0.030448442324995995,0.00452217785641551,0.48658299446105957,0.0011156348045915365,0.34637653827667236,1.5156545885020023e-07,5.374996908358298e-05,nan,nan,0.0,20.0,0.45592787861824036,0.45592787861824036,1.228843331336975
617,12,nerf,0.43173933029174805,0.43173933029174805,0.0,0.43173933029174805,0.0,1.0,0.1,4.014885678469923e-05,nan,1.0,64,0.031163834035396576,1.0,0.0016847921069711447,0.029175439849495888,0.00028319278499111533,0.32341712713241577,0.00015221245121210814,0.20389175415039062,2.0096623032372918e-08,3.2020780054153875e-05,nan,nan,0.0,20.0,0.43837636709213257,0.43837636709213257,1.22785222530365
618,7,nerf,0.5691596269607544,0.5691596269607544,0.0,0.5691596269607544,0.0,1.0,0.1,4.0118282782101654e-05,nan,1.0,64,0.03151042014360428,1.0,0.0019227456068620086,0.02980307675898075,0.004168959334492683,0.4865790009498596,0.001014387235045433,0.32252445816993713,1.4231667933017889e-07,5.7703186030266806e-05,nan,nan,0.0,20.0,0.462790310382843,0.462790310382843,1.2145253419876099
619,2,nerf,0.5688422918319702,0.5688422918319702,0.0,0.5688422918319702,0.0,1.0,0.1,4.00876738661187e-05,nan,1.0,64,0.02785884030163288,1.0,0.0019444203935563564,0.03282452002167702,0.003910542000085115,0.48658138513565063,0.001035893801599741,0.2984170913696289,1.468673076487903e-07,6.227132689673454e-05,nan,nan,0.0,20.0,0.46337780356407166,0.46337780356407166,1.2481107711791992
620,9,nerf,0.38989323377609253,0.38989323377609253,0.0,0.38989323377609253,0.0,1.0,0.1,4.0057030113808256e-05,nan,1.0,64,0.0268353633582592,1.0,0.0016123843379318714,0.029156876727938652,2.7065834729000926e-07,0.0005184412002563477,2.704932740016375e-07,0.0005182782770134509,3.157697714417651e-11,5.889982546136707e-08,nan,nan,0.0,20.0,0.4507687985897064,0.4507687985897064,1.1993707418441772
621,11,nerf,0.5453290939331055,0.5453290939331055,0.0,0.5453290939331055,0.0,1.0,0.1,4.002635160231596e-05,nan,1.0,64,0.028455309569835663,1.0,0.0019242794951424003,0.030202655121684074,0.00425995048135519,0.48658251762390137,0.0010593286715447903,0.28978708386421204,1.4431793715630192e-07,4.831498154089786e-05,nan,nan,0.0,20.0,0.467134565114975,0.467134565114975,1.2303130626678467
622,14,nerf,0.4887595474720001,0.4887595474720001,0.0,0.4887595474720001,0.0,1.0,0.1,3.9995638408874904e-05,nan,1.0,64,0.03053577058017254,1.0,0.0017194405663758516,0.029419654980301857,0.0004644732689484954,0.3868858814239502,0.00023191783111542463,0.21680937707424164,3.135787807195811e-08,2.9521046599256806e-05,nan,nan,0.0,20.0,0.4445127844810486,0.4445127844810486,1.2061351537704468
623,1,nerf,0.4325069785118103,0.4325069785118103,0.0,0.4325069785118103,0.0,1.0,0.1,3.9964890610805535e-05,nan,1.0,64,0.033269189298152924,1.0,0.0017392970621585846,0.03342276066541672,6.400833808584139e-05,0.14577800035476685,5.1119808631483465e-05,0.12374690175056458,5.671154212905094e-09,1.4151852155919187e-05,nan,nan,0.0,20.0,0.4423650801181793,0.4423650801181793,1.2051256895065308
624,4,nerf,0.4342510998249054,0.4342510998249054,0.0,0.4342510998249054,0.0,1.0,0.1,3.993410828551538e-05,nan,1.0,64,0.03153818100690842,1.0,0.0017146143363788724,0.0314360074698925,1.3179487723391503e-08,3.49879264831543e-05,1.3179158209197794e-08,3.49847468896769e-05,1.4819389205361633e-12,3.8254848178098655e-09,nan,nan,0.0,20.0,0.4450906813144684,0.4450906813144684,1.203291893005371
625,6,nerf,0.5207735300064087,0.5207735300064087,0.0,0.5207735300064087,0.0,1.0,0.1,3.990329151049892e-05,nan,1.0,64,0.030962776392698288,1.0,0.0018750913441181183,0.03167290985584259,0.0032070865854620934,0.486575722694397,0.0008261313196271658,0.327641099691391,1.1792353404871392e-07,4.872350109508261e-05,nan,nan,0.0,20.0,0.4413580298423767,0.4413580298423767,1.2437514066696167
626,8,nerf,0.4555264711380005,0.4555264711380005,0.0,0.4555264711380005,0.0,1.0,0.1,3.987244036333734e-05,nan,1.0,64,0.032006360590457916,1.0,0.0017729990649968386,0.03263328969478607,0.00015607321984134614,0.23496252298355103,0.00010412011033622548,0.16461315751075745,1.2446970565349602e-08,2.2075688320910558e-05,nan,nan,0.0,20.0,0.4312506914138794,0.4312506914138794,1.247438669204712
627,5,nerf,0.42605137825012207,0.42605137825012207,0.0,0.42605137825012207,0.0,1.0,0.1,3.984155492169838e-05,nan,1.0,64,0.03236251696944237,1.0,0.0017943225102499127,0.02910144254565239,4.292360245017335e-08,0.0004773736000061035,4.29193534046135e-08,0.0004773220280185342,4.816685245101482e-12,5.402755931527281e-08,nan,nan,0.0,20.0,0.43249231576919556,0.43249231576919556,1.1833547353744507
628,17,nerf,0.4118790030479431,0.4118790030479431,0.0,0.4118790030479431,0.0,1.0,0.1,3.981063526333609e-05,nan,1.0,64,0.02800915390253067,1.0,0.0017133209621533751,0.030739588662981987,4.343746695667505e-09,1.245737075805664e-05,4.343744475221456e-09,1.2457336197257973e-05,4.900757534162525e-13,1.3971237500243205e-09,nan,nan,0.0,20.0,0.4268147349357605,0.4268147349357605,1.1790255308151245
629,0,nerf,0.37851232290267944,0.37851232290267944,0.0,0.37851232290267944,0.0,1.0,0.1,3.9779681466090677e-05,nan,1.0,64,0.040558937937021255,1.0,0.0017950884066522121,0.030710013583302498,1.0548956197453663e-07,0.0003014206886291504,1.0545571882403237e-07,0.0003012256056535989,1.3479193455845362e-11,4.0019951796921305e-08,nan,nan,0.0,20.0,0.41871732473373413,0.41871732473373413,1.1809899806976318
630,16,nerf,0.550025463104248,0.550025463104248,0.0,0.550025463104248,0.0,1.0,0.1,3.9748693607888274e-05,nan,1.0,64,0.02982824109494686,1.0,0.0019834788981825113,0.030185827985405922,0.0025648879818618298,0.4865824580192566,0.0007021488854661584,0.2989344298839569,9.299184000610694e-08,4.750398511532694e-05,nan,nan,0.0,20.0,0.4261931777000427,0.4261931777000427,1.2578233480453491
631,12,nerf,0.423714816570282,0.423714816570282,0.0,0.423714816570282,0.0,1.0,0.1,3.9717671766740805e-05,nan,1.0,64,0.031163834035396576,1.0,0.0018263061065226793,0.03153850883245468,0.0004403983475640416,0.3692166209220886,0.00020548872998915613,0.21526333689689636,2.8811987462518118e-08,3.758157617994584e-05,nan,nan,0.0,20.0,0.4186248183250427,0.4186248183250427,1.2381396293640137
632,15,nerf,0.5982789993286133,0.5982789993286133,0.0,0.5982789993286133,0.0,1.0,0.1,3.9686616020745705e-05,nan,1.0,64,0.03173253685235977,1.0,0.002051927614957094,0.03158160671591759,0.0051970696076750755,0.48657912015914917,0.0012325262650847435,0.3430817723274231,1.7653232475822733e-07,6.156136078061536e-05,nan,nan,0.0,20.0,0.44612085819244385,0.44612085819244385,1.2559493780136108
633,16,nerf,0.5455666780471802,0.5455666780471802,0.0,0.5455666780471802,0.0,1.0,0.1,3.965552644808577e-05,nan,1.0,64,0.02982824109494686,1.0,0.0019514949526637793,0.030003609135746956,0.002438990632072091,0.4865800142288208,0.0006757769151590765,0.29845908284187317,8.842771848094344e-08,4.683568840846419e-05,nan,nan,0.0,20.0,0.44015413522720337,0.44015413522720337,1.2908025979995728
634,0,nerf,0.3715789020061493,0.3715789020061493,0.0,0.3715789020061493,0.0,1.0,0.1,3.962440312702897e-05,nan,1.0,64,0.040558937937021255,1.0,0.0017518386011943221,0.03058674745261669,7.584185368614271e-08,0.00023049116134643555,7.582425354257794e-08,0.00023037845676299185,9.488967771253964e-12,2.9783544519546012e-08,nan,nan,0.0,20.0,0.43965065479278564,0.43965065479278564,1.231170892715454
635,13,nerf,0.4007161557674408,0.4007161557674408,0.0,0.4007161557674408,0.0,1.0,0.1,3.959324613592823e-05,nan,1.0,64,0.03298387676477432,1.0,0.0016742644365876913,0.029933487996459007,3.359673428349197e-09,8.702278137207031e-06,3.3596720960815674e-09,8.702219929546118e-06,4.313129172393848e-13,9.68453761629462e-10,nan,nan,0.0,20.0,0.4477692246437073,0.4477692246437073,1.2487200498580933
636,8,nerf,0.44186022877693176,0.44186022877693176,0.0,0.44186022877693176,0.0,1.0,0.1,3.9562055553221235e-05,nan,1.0,64,0.032006360590457916,1.0,0.0017504853894934058,0.032932307571172714,0.00012915977276861668,0.22354483604431152,8.997834083857015e-05,0.15817521512508392,1.059885335052968e-08,2.0710538592538796e-05,nan,nan,0.0,20.0,0.4558635950088501,0.4558635950088501,1.3167237043380737
637,9,nerf,0.385786235332489,0.385786235332489,0.0,0.385786235332489,0.0,1.0,0.1,3.953083145743024e-05,nan,1.0,64,0.0268353633582592,1.0,0.0016338492278009653,0.030004817992448807,3.136619852739386e-07,0.0006042122840881348,3.134431096896151e-07,0.0006039986619725823,3.6703369510338035e-11,6.864572554832193e-08,nan,nan,0.0,20.0,0.4695233702659607,0.4695233702659607,1.2746599912643433
638,4,nerf,0.4266816973686218,0.4266816973686218,0.0,0.4266816973686218,0.0,1.0,0.1,3.949957392716187e-05,nan,1.0,64,0.03153818100690842,1.0,0.0017008213326334953,0.03157642111182213,8.878487278707325e-09,2.485513687133789e-05,8.87835582830121e-09,2.485502409399487e-05,9.944780459195113e-13,2.7180999673248607e-09,nan,nan,0.0,20.0,0.47228091955184937,0.47228091955184937,1.287132978439331
639,3,nerf,0.5153775811195374,0.5153775811195374,0.0,0.5153775811195374,0.0,1.0,0.1,3.946828304110692e-05,nan,1.0,64,0.02908528596162796,1.0,0.001878668088465929,0.03278883919119835,0.0027883234433829784,0.4865768551826477,0.0007662158459424973,0.3098324239253998,1.1631674823320282e-07,6.517060683108866e-05,nan,nan,0.0,20.0,0.4775731563568115,0.4775731563568115,1.3727021217346191
640,7,nerf,0.5594865083694458,0.5594865083694458,0.0,0.5594865083694458,0.0,1.0,0.1,3.943695887804015e-05,nan,1.0,64,0.03151042014360428,1.0,0.0019483851501718163,0.031105035915970802,0.004218155052512884,0.4865801930427551,0.001014790264889598,0.3272390365600586,1.424584041842536e-07,6.228502024896443e-05,nan,nan,0.0,20.0,0.4949318468570709,0.4949318468570709,1.3287240266799927
641,6,nerf,0.5067139267921448,0.5067139267921448,0.0,0.5067139267921448,0.0,1.0,0.1,3.9405601516820125e-05,nan,1.0,64,0.030962776392698288,1.0,0.0018522373866289854,0.03170322999358177,0.002985053462907672,0.4865792393684387,0.0007766348426230252,0.33287596702575684,1.085143708223768e-07,5.0146383728133515e-05,nan,nan,0.0,20.0,0.47892239689826965,0.47892239689826965,1.3640339374542236
642,10,nerf,0.5054801106452942,0.5054801106452942,0.0,0.5054801106452942,0.0,1.0,0.1,3.937421103638894e-05,nan,1.0,64,0.02928921766579151,1.0,0.0018440114799886942,0.0313456766307354,0.0020177881233394146,0.4865822196006775,0.0006070089293643832,0.32618287205696106,7.269581203672715e-08,4.248639743309468e-05,nan,nan,0.0,20.0,0.48081502318382263,0.48081502318382263,1.3713593482971191
643,14,nerf,0.4756630063056946,0.4756630063056946,0.0,0.4756630063056946,0.0,1.0,0.1,3.934278751577211e-05,nan,1.0,64,0.03053577058017254,1.0,0.0017238352447748184,0.030684294179081917,0.00045119255082681775,0.3862236738204956,0.00022494395670946687,0.2186673879623413,2.994425329916339e-08,2.9294586056494154e-05,nan,nan,0.0,20.0,0.47522053122520447,0.47522053122520447,1.316282033920288
644,2,nerf,0.5601516366004944,0.5601516366004944,0.0,0.5601516366004944,0.0,1.0,0.1,3.93113310340783e-05,nan,1.0,64,0.02785884030163288,1.0,0.001987589756026864,0.0339423269033432,0.004037792794406414,0.4865826964378357,0.0010522378142923117,0.3012540340423584,1.5160995303631353e-07,6.741631659679115e-05,nan,nan,0.0,20.0,0.49861669540405273,0.49861669540405273,1.3873745203018188
645,11,nerf,0.5497794151306152,0.5497794151306152,0.0,0.5497794151306152,0.0,1.0,0.1,3.927984167049917e-05,nan,1.0,64,0.028455309569835663,1.0,0.0019541361834853888,0.03074372000992298,0.004380618222057819,0.48658281564712524,0.0010752975940704346,0.2992246448993683,1.4669159043023683e-07,4.887049362878315e-05,nan,nan,0.0,20.0,0.5008679628372192,0.5008679628372192,1.3535301685333252
